"text","player"
"O, the blest gods! So will you wish on me","REGAN"
"When the rash mood is on.","REGAN"
"No, Regan, thou shalt never have my curse.","LEAR"
"Thy tender-hefted nature shall not give","LEAR"
"Thee o'er to harshness. Her eyes are fierce, but","LEAR"
"thine","LEAR"
"Do comfort and not burn. 'Tis not in thee","LEAR"
"To grudge my pleasures, to cut off my train,","LEAR"
"To bandy hasty words, to scant my sizes,","LEAR"
"And, in conclusion, to oppose the bolt","LEAR"
"Against my coming in. Thou better know'st","LEAR"
"The offices of nature, bond of childhood,","LEAR"
"Effects of courtesy, dues of gratitude.","LEAR"
"Thy half o' th' kingdom hast thou not forgot,","LEAR"
"Wherein I thee endowed.","LEAR"
"  Good sir, to th' purpose.","REGAN"
"Who put my man i' th' stocks?","LEAR"
"  What trumpet's that?","CORNWALL"
"I know 't--my sister's. This approves her letter,","REGAN"
"That she would soon be here.","REGAN"
"Is your lady come?","REGAN"
"This is a slave whose easy-borrowed pride","LEAR"
"Dwells in the fickle grace of her he follows.--","LEAR"
"Out, varlet, from my sight!","LEAR"
"  What means your Grace?","CORNWALL"
"Who stocked my servant? Regan, I have good hope","LEAR"
"Thou didst not know on 't.","LEAR"
"Who comes here? O heavens,","LEAR"
"If you do love old men, if your sweet sway","LEAR"
"Allow obedience, if you yourselves are old,","LEAR"
"Make it your cause. Send down and take my part.","LEAR"
" Art not ashamed to look upon this","LEAR"
"O Regan, will you take her by the hand?","LEAR"
"Why not by th' hand, sir? How have I offended?","GONERIL"
"All's not offense that indiscretion finds","GONERIL"
"And dotage terms so.","GONERIL"
"  O sides, you are too tough!","LEAR"
"Will you yet hold?--How came my man i' th'","LEAR"
"stocks?","LEAR"
"I set him there, sir, but his own disorders","CORNWALL"
"Deserved much less advancement.","CORNWALL"
"  You? Did you?","LEAR"
"I pray you, father, being weak, seem so.","REGAN"
"If till the expiration of your month","REGAN"
"You will return and sojourn with my sister,","REGAN"
"Dismissing half your train, come then to me.","REGAN"
"I am now from home and out of that provision","REGAN"
"Which shall be needful for your entertainment.","REGAN"
"Return to her? And fifty men dismissed?","LEAR"
"No! Rather I abjure all roofs, and choose","LEAR"
"To wage against the enmity o' th' air,","LEAR"
"To be a comrade with the wolf and owl,","LEAR"
"Necessity's sharp pinch. Return with her?","LEAR"
"Why the hot-blooded France, that dowerless took","LEAR"
"Our youngest born--I could as well be brought","LEAR"
"To knee his throne and, squire-like, pension beg","LEAR"
"To keep base life afoot. Return with her?","LEAR"
"Persuade me rather to be slave and sumpter","LEAR"
"To this detested groom.	","LEAR"
"  At your choice, sir.","GONERIL"
"I prithee, daughter, do not make me mad.","LEAR"
"I will not trouble thee, my child. Farewell.","LEAR"
"We'll no more meet, no more see one another.","LEAR"
"But yet thou art my flesh, my blood, my daughter,","LEAR"
"Or, rather, a disease that's in my flesh,","LEAR"
"Which I must needs call mine. Thou art a boil,","LEAR"
"A plague-sore or embossed carbuncle","LEAR"
"In my corrupted blood. But I'll not chide thee.","LEAR"
"Let shame come when it will; I do not call it.","LEAR"
"I do not bid the thunder-bearer shoot,","LEAR"
"Nor tell tales of thee to high-judging Jove.","LEAR"
"Mend when thou canst. Be better at thy leisure.","LEAR"
"I can be patient. I can stay with Regan,","LEAR"
"I and my hundred knights.","LEAR"
"  Not altogether so.","REGAN"
"I looked not for you yet, nor am provided","REGAN"
"For your fit welcome. Give ear, sir, to my sister,","REGAN"
"For those that mingle reason with your passion","REGAN"
"Must be content to think you old, and so--","REGAN"
"But she knows what she does.","REGAN"
"  Is this well spoken?","LEAR"
"I dare avouch it, sir. What, fifty followers?","REGAN"
"Is it not well? What should you need of more?","REGAN"
"Yea, or so many, sith that both charge and danger","REGAN"
"Speak 'gainst so great a number? How in one house","REGAN"
"Should many people under two commands","REGAN"
"Hold amity? 'Tis hard, almost impossible.","REGAN"
"Why might not you, my lord, receive attendance","GONERIL"
"From those that she calls servants, or from mine?","GONERIL"
"Why not, my lord? If then they chanced to slack","REGAN"
"you,","REGAN"
"We could control them. If you will come to me","REGAN"
"(For now I spy a danger), I entreat you","REGAN"
"To bring but five-and-twenty. To no more","REGAN"
"Will I give place or notice.","REGAN"
"  I gave you all--","LEAR"
"  And in good time you gave it.","REGAN"
"Made you my guardians, my depositaries,","LEAR"
"But kept a reservation to be followed","LEAR"
"With such a number. What, must I come to you","LEAR"
"With five-and-twenty? Regan, said you so?","LEAR"
"And speak 't again, my lord. No more with me.","REGAN"
"Those wicked creatures yet do look well-favored","LEAR"
"When others are more wicked. Not being the worst","LEAR"
"Stands in some rank of praise.  I'll go","LEAR"
"with thee.","LEAR"
"Thy fifty yet doth double five-and-twenty,","LEAR"
"And thou art twice her love.","LEAR"
"  Hear me, my lord.","GONERIL"
"What need you five-and-twenty, ten, or five,","GONERIL"
"To follow in a house where twice so many","GONERIL"
"Have a command to tend you?","GONERIL"
"  What need one?","REGAN"
"O, reason not the need! Our basest beggars","LEAR"
"Are in the poorest thing superfluous.","LEAR"
"Allow not nature more than nature needs,","LEAR"
"Man's life is cheap as beast's. Thou art a lady;","LEAR"
"If only to go warm were gorgeous,","LEAR"
"Why, nature needs not what thou gorgeous wear'st,","LEAR"
"Which scarcely keeps thee warm. But, for true","LEAR"
"need--","LEAR"
"You heavens, give me that patience, patience I need!","LEAR"
"You see me here, you gods, a poor old man","LEAR"
"As full of grief as age, wretched in both.","LEAR"
"If it be you that stirs these daughters' hearts","LEAR"
"Against their father, fool me not so much","LEAR"
"To bear it tamely. Touch me with noble anger,","LEAR"
"And let not women's weapons, water drops,","LEAR"
"Stain my man's cheeks.--No, you unnatural hags,","LEAR"
"I will have such revenges on you both","LEAR"
"That all the world shall--I will do such things--","LEAR"
"What they are yet I know not, but they shall be","LEAR"
"The terrors of the Earth! You think I'll weep.","LEAR"
"No, I'll not weep.","LEAR"
"I have full cause of weeping, but this heart","LEAR"
"Shall break into a hundred thousand flaws","LEAR"
"Or ere I'll weep.--O Fool, I shall go mad!","LEAR"
"  Let us withdraw. 'Twill be a storm.","CORNWALL"
"This house is little. The old man and 's people","REGAN"
"Cannot be well bestowed.","REGAN"
"'Tis his own blame hath put himself from rest,","GONERIL"
"And must needs taste his folly.","GONERIL"
"For his particular, I'll receive him gladly,","REGAN"
"But not one follower.","REGAN"
"So am I purposed. Where is my lord of Gloucester?","GONERIL"
"Followed the old man forth.","CORNWALL"
"He is returned.","CORNWALL"
"  The King is in high rage.","GLOUCESTER"
"  Whither is he going?","CORNWALL"
"He calls to horse, but will I know not whither.","GLOUCESTER"
"'Tis best to give him way. He leads himself.","CORNWALL"
", ","GONERIL"
"My lord, entreat him by no means to stay.","GONERIL"
"Alack, the night comes on, and the high winds","GLOUCESTER"
"Do sorely ruffle. For many miles about","GLOUCESTER"
"There's scarce a bush.","GLOUCESTER"
"  O sir, to willful men","REGAN"
"The injuries that they themselves procure","REGAN"
"Must be their schoolmasters. Shut up your doors.","REGAN"
"He is attended with a desperate train,","REGAN"
"And what they may incense him to, being apt","REGAN"
"To have his ear abused, wisdom bids fear.","REGAN"
"Shut up your doors, my lord. 'Tis a wild night.","CORNWALL"
"My Regan counsels well. Come out o' th' storm.","CORNWALL"
"  Who's there, besides foul weather?","KENT"
"One minded like the weather, most unquietly.","GENTLEMAN"
"  I know you. Where's the King?","KENT"
"Contending with the fretful elements;","GENTLEMAN"
"Bids the wind blow the earth into the sea","GENTLEMAN"
"Or swell the curled waters 'bove the main,","GENTLEMAN"
"That things might change or cease; tears his white","GENTLEMAN"
"hair,","GENTLEMAN"
"Which the impetuous blasts with eyeless rage","GENTLEMAN"
"Catch in their fury and make nothing of;","GENTLEMAN"
"Strives in his little world of man to outscorn","GENTLEMAN"
"The to-and-fro conflicting wind and rain.","GENTLEMAN"
"This night, wherein the cub-drawn bear would","GENTLEMAN"
"couch,","GENTLEMAN"
"The lion and the belly-pinched wolf","GENTLEMAN"
"Keep their fur dry, unbonneted he runs","GENTLEMAN"
"And bids what will take all.","GENTLEMAN"
"  But who is with him?","KENT"
"None but the Fool, who labors to outjest","GENTLEMAN"
"His heart-struck injuries.","GENTLEMAN"
"  Sir, I do know you","KENT"
"And dare upon the warrant of my note","KENT"
"Commend a dear thing to you. There is division,","KENT"
"Although as yet the face of it is covered","KENT"
"With mutual cunning, 'twixt Albany and Cornwall,","KENT"
"Who have--as who have not, that their great stars","KENT"
"Throned and set high?--servants, who seem no less,","KENT"
"Which are to France the spies and speculations","KENT"
"Intelligent of our state. From France there comes","KENT"
"a power","KENT"
"Into this scattered kingdom, who already,","KENT"
"Wise in our negligence, have secret feet","KENT"
"In some of our best ports and are at point","KENT"
"To show their open banner. Now to you:","KENT"
"If on my credit you dare build so far","KENT"
"To make your speed to Dover, you shall find","KENT"
"Some that will thank you, making just report","KENT"
"Of how unnatural and bemadding sorrow","KENT"
"The King hath cause to plain: what hath been seen,","KENT"
"Either in snuffs and packings of the dukes,","KENT"
"Or the hard rein which both of them hath borne","KENT"
"Against the old kind king, or something deeper,","KENT"
"Whereof perchance these are but furnishings.","KENT"
"I am a gentleman of blood and breeding,","KENT"
"And from some knowledge and assurance offer","KENT"
"This office to you.","KENT"
"I will talk further with you.","GENTLEMAN"
"  No, do not.","KENT"
"For confirmation that I am much more","KENT"
"Than my outwall, open this purse and take","KENT"
"What it contains.","KENT"
"If you shall see Cordelia","KENT"
"(As fear not but you shall), show her this ring,","KENT"
"And she will tell you who that fellow is","KENT"
"That yet you do not know. Fie on this storm!","KENT"
"I will go seek the King.","KENT"
"Give me your hand. Have you no more to say?","GENTLEMAN"
"Few words, but, to effect, more than all yet:","KENT"
"That when we have found the King--in which your","KENT"
"pain","KENT"
"That way, I'll this--he that first lights on him","KENT"
"Holla the other.","KENT"
"Blow winds, and crack your cheeks! Rage, blow!","LEAR"
"You cataracts and hurricanoes, spout","LEAR"
"Till you have drenched our steeples, drowned the","LEAR"
"cocks.","LEAR"
"You sulph'rous and thought-executing fires,","LEAR"
"Vaunt-couriers of oak-cleaving thunderbolts,","LEAR"
"Singe my white head. And thou, all-shaking","LEAR"
"thunder,","LEAR"
"Strike flat the thick rotundity o' th' world.","LEAR"
"Crack nature's molds, all germens spill at once","LEAR"
"That makes ingrateful man.","LEAR"
"  O nuncle, court holy water in a dry house is","FOOL"
"better than this rainwater out o' door. Good nuncle,","FOOL"
"in. Ask thy daughters' blessing. Here's a night","FOOL"
"pities neither wise men nor fools.","FOOL"
"Rumble thy bellyful! Spit, fire! Spout, rain!","LEAR"
"Nor rain, wind, thunder, fire are my daughters.","LEAR"
"I tax not you, you elements, with unkindness.","LEAR"
"I never gave you kingdom, called you children;","LEAR"
"You owe me no subscription. Then let fall","LEAR"
"Your horrible pleasure. Here I stand your slave,","LEAR"
"A poor, infirm, weak, and despised old man.","LEAR"
"But yet I call you servile ministers,","LEAR"
"That will with two pernicious daughters join","LEAR"
"Your high-engendered battles 'gainst a head","LEAR"
"So old and white as this. O, ho, 'tis foul!","LEAR"
"  He that has a house to put 's head in has a good","FOOL"
"headpiece.","FOOL"
"	The codpiece that will house","FOOL"
"	   Before the head has any,","FOOL"
"	The head and he shall louse;","FOOL"
"	   So beggars marry many.","FOOL"
"	The man that makes his toe","FOOL"
"	   What he his heart should make,","FOOL"
"	Shall of a corn cry woe,","FOOL"
"	   And turn his sleep to wake.","FOOL"
"For there was never yet fair woman but she made","FOOL"
"mouths in a glass.","FOOL"
"No, I will be the pattern of all patience.","LEAR"
"I will say nothing.","LEAR"
"  Who's there?","KENT"
"  Marry, here's grace and a codpiece; that's a","FOOL"
"wise man and a fool.","FOOL"
"Alas, sir, are you here? Things that love night","KENT"
"Love not such nights as these. The wrathful skies","KENT"
"Gallow the very wanderers of the dark","KENT"
"And make them keep their caves. Since I was man,","KENT"
"Such sheets of fire, such bursts of horrid thunder,","KENT"
"Such groans of roaring wind and rain I never","KENT"
"Remember to have heard. Man's nature cannot carry","KENT"
"Th' affliction nor the fear.","KENT"
"  Let the great gods","LEAR"
"That keep this dreadful pudder o'er our heads","LEAR"
"Find out their enemies now. Tremble, thou wretch,","LEAR"
"That hast within thee undivulged crimes","LEAR"
"Unwhipped of justice. Hide thee, thou bloody hand,","LEAR"
"Thou perjured, and thou simular of virtue","LEAR"
"That art incestuous. Caitiff, to pieces shake,","LEAR"
"That under covert and convenient seeming","LEAR"
"Has practiced on man's life. Close pent-up guilts,","LEAR"
